[2026-07-04T11:09:01.184Z] GET http://localhost:8741/ → 200 (5ms, ?B)
[2026-07-04T11:09:01.194Z] GET http://localhost:8741/images/hero-atelier.webp → 200 (?ms, -189B)
[2026-07-04T11:09:01.195Z] GET http://localhost:8741/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (?ms, -189B)
[2026-07-04T11:09:01.195Z] GET http://localhost:8741/assets/fonts/inter-latin.woff2 → 200 (?ms, -189B)
[2026-07-04T11:09:01.195Z] GET http://localhost:8741/css/base.css → 200 (1ms, -187B)
[2026-07-04T11:09:01.197Z] GET http://localhost:8741/css/style.css → 200 (?ms, -187B)
[2026-07-04T11:09:01.197Z] GET http://localhost:8741/images/logo-markingstudio-dark.png → 200 (?ms, -188B)
[2026-07-04T11:09:01.199Z] GET http://localhost:8741/js/main.js → 304 (1ms, ?B)
[2026-07-04T11:09:01.199Z] GET http://localhost:8741/images/projet-atelier-marot.webp → 200 (?ms, -190B)
[2026-07-04T11:09:01.199Z] GET http://localhost:8741/images/projet-atelier-valrose.webp → 200 (?ms, -189B)
[2026-07-04T11:09:01.200Z] GET http://localhost:8741/images/projet-belle-etoile.webp → 200 (?ms, -189B)
[2026-07-04T11:09:01.200Z] GET http://localhost:8741/images/projet-maison-consulting.webp → 200 (?ms, -189B)
[2026-07-04T11:09:01.295Z] GET http://localhost:8741/assets/fonts/inter-latin-ext.woff2 → 200 (?ms, -189B)
[2026-07-04T11:09:01.296Z] GET http://localhost:8741/images/atelier-bureau.webp → 200 (?ms, -189B)
[2026-07-04T11:09:01.296Z] GET http://localhost:8741/images/trait-coral.webp → 200 (?ms, -189B)
[2026-07-04T11:09:01.296Z] GET http://localhost:8741/images/about-atelier.webp → 200 (?ms, -190B)
[2026-07-04T11:17:39.322Z] GET http://localhost:8899/ → 200 (35ms, 59604B)
[2026-07-04T11:17:39.424Z] GET http://localhost:8899/images/hero-atelier.webp → 200 (3ms, 80474B)
[2026-07-04T11:17:39.424Z] GET http://localhost:8899/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (6ms, 76868B)
[2026-07-04T11:17:39.424Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (6ms, 48256B)
[2026-07-04T11:17:39.424Z] GET http://localhost:8899/css/base.css → 200 (1ms, 13579B)
[2026-07-04T11:17:39.424Z] GET http://localhost:8899/css/style.css → 200 (2ms, 77973B)
[2026-07-04T11:17:39.424Z] GET http://localhost:8899/images/logo-markingstudio-dark@2x.png → 200 (6ms, 20287B)
[2026-07-04T11:17:39.424Z] GET http://localhost:8899/js/main.js → 200 (9ms, 24826B)
[2026-07-04T11:17:39.533Z] GET http://localhost:8899/images/atelier-bureau.webp → 200 (1ms, 98986B)
[2026-07-04T11:17:39.533Z] GET http://localhost:8899/images/trait-coral.webp → 200 (1ms, 49574B)
[2026-07-04T11:17:39.533Z] GET http://localhost:8899/images/about-atelier.webp → 200 (1ms, 131786B)
[2026-07-04T11:17:39.534Z] GET http://localhost:8899/assets/fonts/inter-latin-ext.woff2 → 200 (19ms, 85068B)
[2026-07-04T11:17:39.728Z] GET http://localhost:8899/ → 200 (2ms, 59604B)
[2026-07-04T11:17:39.733Z] GET http://localhost:8899/images/hero-atelier.webp → 200 (3ms, 80474B)
[2026-07-04T11:17:39.733Z] GET http://localhost:8899/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (8ms, 76868B)
[2026-07-04T11:17:39.733Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (8ms, 48256B)
[2026-07-04T11:17:39.733Z] GET http://localhost:8899/css/base.css → 200 (1ms, 13579B)
[2026-07-04T11:17:39.733Z] GET http://localhost:8899/css/style.css → 200 (3ms, 77973B)
[2026-07-04T11:17:39.734Z] GET http://localhost:8899/images/logo-markingstudio-dark@2x.png → 200 (2ms, 20287B)
[2026-07-04T11:17:39.734Z] GET http://localhost:8899/js/main.js → 200 (7ms, 24826B)
[2026-07-04T11:17:39.806Z] GET http://localhost:8899/images/atelier-bureau.webp → 200 (1ms, 98986B)
[2026-07-04T11:17:39.806Z] GET http://localhost:8899/images/trait-coral.webp → 200 (1ms, 49574B)
[2026-07-04T11:17:39.806Z] GET http://localhost:8899/images/about-atelier.webp → 200 (2ms, 131786B)
[2026-07-04T11:17:39.806Z] GET http://localhost:8899/assets/fonts/inter-latin-ext.woff2 → 200 (4ms, 85068B)
[2026-07-04T11:17:39.868Z] GET http://localhost:8899/ → 200 (1ms, -188B)
[2026-07-04T11:17:39.874Z] GET http://localhost:8899/images/hero-atelier.webp → 200 (?ms, -189B)
[2026-07-04T11:17:39.874Z] GET http://localhost:8899/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (?ms, -189B)
[2026-07-04T11:17:39.874Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (?ms, -189B)
[2026-07-04T11:17:39.874Z] GET http://localhost:8899/css/base.css → 200 (?ms, -187B)
[2026-07-04T11:17:39.874Z] GET http://localhost:8899/css/style.css → 200 (?ms, -187B)
[2026-07-04T11:17:39.874Z] GET http://localhost:8899/images/logo-markingstudio-dark@2x.png → 200 (?ms, -188B)
[2026-07-04T11:17:39.874Z] GET http://localhost:8899/js/main.js → 200 (?ms, -194B)
[2026-07-04T11:17:39.898Z] GET http://localhost:8899/assets/fonts/inter-latin-ext.woff2 → 200 (1ms, -189B)
[2026-07-04T11:17:39.899Z] GET http://localhost:8899/images/atelier-bureau.webp → 200 (?ms, -189B)
[2026-07-04T11:17:39.899Z] GET http://localhost:8899/images/trait-coral.webp → 200 (?ms, -189B)
[2026-07-04T11:17:39.899Z] GET http://localhost:8899/images/about-atelier.webp → 200 (?ms, -190B)
[2026-07-04T11:18:22.834Z] GET http://localhost:8899/ → 200 (14ms, 59604B)
[2026-07-04T11:18:22.854Z] GET http://localhost:8899/images/hero-atelier.webp → 200 (1ms, 80474B)
[2026-07-04T11:18:22.854Z] GET http://localhost:8899/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (106ms, 76868B)
[2026-07-04T11:18:22.854Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (106ms, 48256B)
[2026-07-04T11:18:22.854Z] GET http://localhost:8899/css/base.css → 200 (1ms, 13579B)
[2026-07-04T11:18:22.855Z] GET http://localhost:8899/css/style.css → 200 (2ms, 77973B)
[2026-07-04T11:18:22.855Z] GET http://localhost:8899/images/logo-markingstudio-dark@2x.png → 200 (1ms, 20287B)
[2026-07-04T11:18:22.855Z] GET http://localhost:8899/js/main.js → 200 (4ms, 24826B)
[2026-07-04T11:18:22.959Z] GET http://localhost:8899/images/atelier-bureau.webp → 200 (1ms, 98986B)
[2026-07-04T11:18:22.959Z] GET http://localhost:8899/images/trait-coral.webp → 200 (2ms, 49574B)
[2026-07-04T11:18:22.959Z] GET http://localhost:8899/images/about-atelier.webp → 200 (2ms, 131786B)
[2026-07-04T11:18:22.959Z] GET http://localhost:8899/assets/fonts/inter-latin-ext.woff2 → 200 (21ms, 85068B)
[2026-07-04T11:18:23.052Z] GET http://localhost:8899/ → 200 (?ms, -188B)
[2026-07-04T11:18:23.056Z] GET http://localhost:8899/images/hero-atelier.webp → 200 (?ms, -189B)
[2026-07-04T11:18:23.057Z] GET http://localhost:8899/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (?ms, -189B)
[2026-07-04T11:18:23.057Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (?ms, -189B)
[2026-07-04T11:18:23.057Z] GET http://localhost:8899/css/base.css → 200 (?ms, -187B)
[2026-07-04T11:18:23.057Z] GET http://localhost:8899/css/style.css → 200 (?ms, -187B)
[2026-07-04T11:18:23.057Z] GET http://localhost:8899/images/logo-markingstudio-dark@2x.png → 200 (1ms, -188B)
[2026-07-04T11:18:23.058Z] GET http://localhost:8899/js/main.js → 200 (?ms, -194B)
[2026-07-04T11:18:23.082Z] GET http://localhost:8899/assets/fonts/inter-latin-ext.woff2 → 200 (?ms, -189B)
[2026-07-04T11:18:23.082Z] GET http://localhost:8899/images/atelier-bureau.webp → 200 (?ms, -189B)
[2026-07-04T11:18:23.082Z] GET http://localhost:8899/images/trait-coral.webp → 200 (?ms, -189B)
[2026-07-04T11:18:23.082Z] GET http://localhost:8899/images/about-atelier.webp → 200 (?ms, -190B)
[2026-07-04T11:18:37.772Z] GET http://localhost:8899/ → pending (?ms, ?B)
[2026-07-04T11:18:37.777Z] GET http://localhost:8899/images/hero-atelier.webp → 200 (3ms, 80474B)
[2026-07-04T11:18:37.777Z] GET http://localhost:8899/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (7ms, 76868B)
[2026-07-04T11:18:37.777Z] GET http://localhost:8899/assets/fonts/inter-latin.woff2 → 200 (7ms, 48256B)
[2026-07-04T11:18:37.777Z] GET http://localhost:8899/css/base.css → 200 (2ms, 13579B)
[2026-07-04T11:18:37.777Z] GET http://localhost:8899/css/style.css → 200 (3ms, 77973B)
[2026-07-04T11:18:37.777Z] GET http://localhost:8899/images/logo-markingstudio-dark@2x.png → 200 (2ms, 20287B)
[2026-07-04T11:18:37.777Z] GET http://localhost:8899/js/main.js → 200 (7ms, 24826B)
[2026-07-04T11:18:37.827Z] GET http://localhost:8899/images/atelier-bureau.webp → 200 (?ms, 98986B)
[2026-07-04T11:18:37.827Z] GET http://localhost:8899/images/trait-coral.webp → 200 (?ms, 49574B)
[2026-07-04T11:18:37.827Z] GET http://localhost:8899/images/about-atelier.webp → 200 (?ms, 131786B)
[2026-07-04T11:18:37.827Z] GET http://localhost:8899/assets/fonts/inter-latin-ext.woff2 → 200 (3ms, 85068B)
[2026-07-04T11:32:32.406Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/index.html → 200 (21ms, ?B)
[2026-07-04T11:32:32.512Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/hero-atelier.webp → 200 (2ms, 80383B)
[2026-07-04T11:32:32.512Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/bricolage-grotesque-latin.woff2 → pending (?ms, ?B)
[2026-07-04T11:32:32.512Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin.woff2 → pending (?ms, ?B)
[2026-07-04T11:32:32.512Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/css/base.css → 200 (2ms, 13490B)
[2026-07-04T11:32:32.513Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/css/style.css → 200 (1ms, 79875B)
[2026-07-04T11:32:32.513Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/logo-markingstudio-dark@2x.png → 200 (1ms, 20197B)
[2026-07-04T11:32:32.513Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/js/main.js → 200 (92ms, 26773B)
[2026-07-04T11:32:32.598Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin.woff2 → 200 (2ms, 48151B)
[2026-07-04T11:32:32.598Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (3ms, 76763B)
[2026-07-04T11:32:32.598Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/atelier-bureau.webp → 200 (3ms, 98895B)
[2026-07-04T11:32:32.598Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/trait-coral.webp → 200 (4ms, 49483B)
[2026-07-04T11:32:32.598Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/about-atelier.webp → 200 (4ms, 131695B)
[2026-07-04T11:32:32.598Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin-ext.woff2 → 200 (5ms, 84963B)
[2026-07-04T11:41:55.035Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/index.html → 200 (24ms, 60601B)
[2026-07-04T11:41:55.115Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/hero-atelier.webp → 200 (3ms, 80383B)
[2026-07-04T11:41:55.115Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/bricolage-grotesque-latin.woff2 → pending (?ms, ?B)
[2026-07-04T11:41:55.115Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin.woff2 → pending (?ms, ?B)
[2026-07-04T11:41:55.115Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/css/base.css → 200 (3ms, 13490B)
[2026-07-04T11:41:55.115Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/css/style.css → 200 (3ms, 80856B)
[2026-07-04T11:41:55.115Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/logo-markingstudio-dark@2x.png → 200 (5ms, 20197B)
[2026-07-04T11:41:55.115Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/js/main.js → 200 (21ms, 28138B)
[2026-07-04T11:41:55.220Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin.woff2 → 200 (4ms, 48151B)
[2026-07-04T11:41:55.220Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (7ms, 76763B)
[2026-07-04T11:41:55.220Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/atelier-bureau.webp → 200 (7ms, 98895B)
[2026-07-04T11:41:55.220Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/trait-coral.webp → 200 (7ms, 49483B)
[2026-07-04T11:41:55.220Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/about-atelier.webp → 200 (7ms, 131695B)
[2026-07-04T11:41:55.220Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin-ext.woff2 → 200 (8ms, 84963B)
[2026-07-04T11:50:45.813Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/index.html → 200 (32ms, 61152B)
[2026-07-04T11:50:45.949Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/hero-atelier.webp → 200 (11ms, 80383B)
[2026-07-04T11:50:45.949Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/bricolage-grotesque-latin.woff2 → pending (?ms, ?B)
[2026-07-04T11:50:45.957Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin.woff2 → pending (?ms, ?B)
[2026-07-04T11:50:45.957Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/css/base.css → 200 (4ms, 13490B)
[2026-07-04T11:50:45.957Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/css/style.css → 200 (4ms, 83233B)
[2026-07-04T11:50:45.957Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/logo-markingstudio-dark@2x.png → 200 (4ms, 20197B)
[2026-07-04T11:50:45.957Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/js/main.js → 200 (20ms, 30188B)
[2026-07-04T11:50:46.123Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin.woff2 → 200 (5ms, 48151B)
[2026-07-04T11:50:46.123Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (9ms, 76763B)
[2026-07-04T11:50:46.123Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/atelier-bureau.webp → 200 (9ms, 98895B)
[2026-07-04T11:50:46.123Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/trait-coral.webp → 200 (9ms, 49483B)
[2026-07-04T11:50:46.123Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/images/about-atelier.webp → 200 (9ms, 131695B)
[2026-07-04T11:50:46.123Z] GET file:///Users/king/Documents/Site%20Marking%20Studio/assets/fonts/inter-latin-ext.woff2 → 200 (11ms, 84963B)
[2026-07-04T12:10:06.618Z] GET http://localhost:8901/ → 200 (23ms, 61242B)
[2026-07-04T12:10:06.753Z] GET http://localhost:8901/images/hero-atelier.webp → 200 (7ms, 51864B)
[2026-07-04T12:10:06.754Z] GET http://localhost:8901/assets/fonts/bricolage-grotesque-latin.woff2 → 200 (9ms, 76868B)
[2026-07-04T12:10:06.755Z] GET http://localhost:8901/assets/fonts/inter-latin.woff2 → 200 (8ms, 48256B)
[2026-07-04T12:10:06.755Z] GET http://localhost:8901/css/base.css → 200 (6ms, 13579B)
[2026-07-04T12:10:06.755Z] GET http://localhost:8901/css/style.css → 200 (6ms, 83322B)
[2026-07-04T12:10:06.755Z] GET http://localhost:8901/images/logo-markingstudio-dark@2x.png → 200 (6ms, 20287B)
[2026-07-04T12:10:06.755Z] GET http://localhost:8901/js/main.js → 200 (8ms, 30284B)
[2026-07-04T12:10:06.858Z] GET http://localhost:8901/images/atelier-bureau.webp → 200 (?ms, 68604B)
[2026-07-04T12:10:06.858Z] GET http://localhost:8901/images/trait-coral.webp → 200 (?ms, 21814B)
[2026-07-04T12:10:06.858Z] GET http://localhost:8901/images/about-atelier.webp → 200 (?ms, 49402B)
[2026-07-04T12:10:06.858Z] GET http://localhost:8901/assets/fonts/inter-latin-ext.woff2 → 200 (14ms, 85068B)
[2026-07-04T12:10:22.774Z] GET http://localhost:8901/ → 200 (1ms, ?B)
[2026-07-04T12:10:22.780Z] GET http://localhost:8901/images/hero-atelier.webp → 304 (2ms, ?B)
[2026-07-04T12:10:22.780Z] GET http://localhost:8901/assets/fonts/bricolage-grotesque-latin.woff2 → 304 (3ms, ?B)
[2026-07-04T12:10:22.780Z] GET http://localhost:8901/assets/fonts/inter-latin.woff2 → 304 (3ms, ?B)
[2026-07-04T12:10:22.780Z] GET http://localhost:8901/css/base.css → 304 (3ms, ?B)
[2026-07-04T12:10:22.781Z] GET http://localhost:8901/css/style.css → 304 (2ms, ?B)
[2026-07-04T12:10:22.781Z] GET http://localhost:8901/images/logo-markingstudio-dark@2x.png → 304 (3ms, ?B)
[2026-07-04T12:10:22.781Z] GET http://localhost:8901/js/main.js → 304 (3ms, ?B)
[2026-07-04T12:10:22.811Z] GET http://localhost:8901/assets/fonts/inter-latin-ext.woff2 → 200 (?ms, -189B)
[2026-07-04T12:10:22.813Z] GET http://localhost:8901/images/atelier-bureau.webp → 200 (?ms, -189B)
[2026-07-04T12:10:22.813Z] GET http://localhost:8901/images/trait-coral.webp → 200 (?ms, -189B)
[2026-07-04T12:10:22.813Z] GET http://localhost:8901/images/about-atelier.webp → 200 (?ms, -189B)
[2026-07-04T12:12:48.511Z] GET http://localhost:8901/images/projet-atelier-marot.webp → 200 (18ms, 77522B)
